,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
369,27163,365,,,13575.0,,,,,Small office space on high floor,Small office space on high floor,"This very bright office space is located in the heart of Sheung Wan. This location enjoys high traffic on Hollywood Road.
You can find in the area a wide selection of high-quality, good-value office premises and a six-level shopping arcade surrounded by specialty stores.","This very bright office space is located in the heart of Sheung Wan. This location enjoys high traffic on Hollywood Road.
You can find in the area a wide selection of high-quality, good-value office premises and a six-level shopping arcade surrounded by specialty stores.",Sheung Wan,Hong Kong,,Office Space,,Air Conditioning;Electricity;Toilets;Stunning View;Elevator,Office,hong-kong
370,27023,365,,,160000.0,,,,,Large unit with entrance on affluent street in Central,Large unit with entrance on affluent street in Central,"This unit is ideally located in one of the most affluent streets of Central.

It offers a nice frontage and a large space on the first floor. It can be suitable for fashion but also ideal for a restaurant or bar since it is complying with the regulation (sprinkler, emergency exit) and it is surrounded by designer and cosmetic shops, restaurants, and bars.","This unit is ideally located in one of the most affluent streets of Central.

It offers a nice frontage and a large space on the first floor. It can be suitable for fashion but also ideal for a restaurant or bar since it is complying with the regulation (sprinkler, emergency exit) and it is surrounded by designer and cosmetic shops, restaurants, and bars.",Central,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store;Food Event,hong-kong
375,8426,90,,,150000.0,,,,,Versatile Pop-Up Showroom in TST,Versatile Pop-Up Showroom in TST,"In the heart of TST, this lovely space covers 1900 square feet and is perfect for hosting your next pop-up store, event, product launch or showroom.  

The space is generously spread between 2 floors in a classic Hong Kong business building.

It is a large, open space with a white color scheme, white walls, high ceiling and grey concrete floors. It has large windows that allow natural light to burst into the space, creating a well-lit and warm ambiance.","In the heart of TST, this lovely space covers 1900 square feet and is perfect for hosting your next pop-up store, event, product launch or showroom.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Electricity;Ground Floor,Pop-Up Store,hong-kong
377,29719,365,,,150000.0,,,,,Shop for rent in the heart of Tsim Sha Tsui,Shop for rent in the heart of Tsim Sha Tsui,"Small shop ideally located in the heart of Tsim Sha Tsui.

Surrounded by retail shops, shopping malls, restaurants, hotels, and bars.

Lots of foot traffic.","Small shop ideally located in the heart of Tsim Sha Tsui.

Surrounded by retail shops, shopping malls, restaurants, hotels, and bars.

Lots of foot traffic.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
378,29789,7,336.0,,18000.0,,6000.0,,,"ground floor shop available,  flexible lease","ground floor shop available,  flexible lease","500 sqft shop located in a trendy area. 

The unit is perfect for retail activity. 

Once leased out, the stuff as shown in the picture will be removed.

ATTENTION: No toilet, no access to running water in the premises.","500 sqft shop located in a trendy area. 

The unit is perfect for retail activity. 

Once leased out, the stuff as shown in the picture will be removed.

ATTENTION: No toilet, no access to running water in the premises.",Sai Wan,Hong Kong,,Other,,Air Conditioning;Lighting;Street Level;Window Display;Ground Floor,Pop-Up Store,hong-kong
379,26014,336,1008.0,,70000.0,,,,,荔枝角寬敞寫字樓出租 特大窗戶,荔枝角寬敞寫字樓出租 特大窗戶,"物業位於荔枝角/長沙灣工商業大廈區的地標，鄰近港鐵及巴士站。

單位面向長沙灣廣場，

辦公室裝修齊全, 天花板和地板，洗手間，中央冷氣妥當. 並且擁有多個房間，適合辦公室或會議使用。","物業位於荔枝角/長沙灣工商業大廈區的地標，鄰近港鐵及巴士站。

單位面向長沙灣廣場，

辦公室裝修齊全, 天花板和地板，洗手間，中央冷氣妥當. 並且擁有多個房間，適合辦公室或會議使用。",Cheung Sha Wan,Hong Kong,,Office Space,,Air Conditioning;Electricity;Lighting;Toilets;Elevator,Office,hong-kong
380,26167,1,1.0,4000.0,,5000.0,,,,音樂工作室出租 設備齊全,音樂工作室出租 設備齊全,"這工作室以優惠的價錢提供高質量的設備。

我們的客戶可以期待這高水平的專業工作室的卓越品質和價值。

音樂是我們的激情所在，我們專注於在環境中製作出聲音，幫助音樂家進行出色的樂隊練習。","這工作室以優惠的價錢提供高質量的設備。

我們的客戶可以期待這高水平的專業工作室的卓越品質和價值。

音樂是我們的激情所在，我們專注於在環境中製作出聲音，幫助音樂家進行出色的樂隊練習。",Tai Kok Tsui,Hong Kong,,Other,,Air Conditioning;Electricity;Lighting;Internet;Sound & Video Equipment;Toilets;Elevator;Industrial,Photoshoot & Filming;Photo Shooting,hong-kong
382,29433,365,,,32083.0,,,,,Mall shop for rent in Tsim Sha Tsui,Mall shop for rent in Tsim Sha Tsui,"This unit is located in a shopping center of Tsim Sha Tsui, on the U/G floor.

It is surrounded by caterers, art shops, restaurants, and bars... Above the mall is an office tower with many companies.","This unit is located in a shopping center of Tsim Sha Tsui, on the U/G floor.

It is surrounded by caterers, art shops, restaurants, and bars... Above the mall is an office tower with many companies.",Tsim Sha Tsui,Hong Kong,,Mall Shop,,Toilets,Pop-Up Store,hong-kong
386,29403,365,,,100000.0,,,,,Retail shop for rent in affluent Tsim Sha Tsui,Retail shop for rent in affluent Tsim Sha Tsui,"This compact retail shop is ideally located on Nathan Road.

it is surrounded by luxury brand stores, shopping malls, restaurants, bars, and hotels.

It offers 500 sq ft on the ground floor plus 400 sq ft with a cockloft.

Perfect for a small shop with a storage or an office space.","This compact retail shop is ideally located on Nathan Road.

it is surrounded by luxury brand stores, shopping malls, restaurants, bars, and hotels.

It offers 500 sq ft on the ground floor plus 400 sq ft with a cockloft.

Perfect for a small shop with a storage or an office space.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store,hong-kong
387,29749,30,,,306666.0,,,,,多用途海景單位出租,多用途海景單位出租,"難得一見的海景單位。

A單元在平面圖上（請看圖片)。

步行可至砲台山港鐵站或天后站。

高天花板：3,15米
電源供應：160 安培

有蓋停車場供主要租戶使用。

位於地下至二樓的商場購物商場能夠，滿足租戶的日常需求。","難得一見的海景單位。

步行可至砲台山港鐵站或天后站。

高天花板：3,15米
電源供應：160 安培

有蓋停車場供主要租戶使用。

位於地下至二樓的商場購物商場能夠，滿足租戶的日常需求。",Causeway Bay,Hong Kong,,Office Space,,Electricity;Toilets;Stunning View;Elevator,Art Opening;Office,hong-kong
395,29721,365,,,48333.0,,,,,Compact shop for rent in Tsim Sha Tsui,Compact shop for rent in Tsim Sha Tsui,"Ideally located in Tsim Sha Tsui, a compact shop with about 16 feet facade, is immediately available.","Ideally located in Tsim Sha Tsui, a compact shop with about 16 feet facade, is immediately available.",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
396,16378,30,,,18000.0,,,,,Fresh Mall Booth in Causeway Bay,Fresh Mall Booth in Causeway Bay,"Located close to the MTR station in prestigious Causeway Bay is this fresh mall booth. This location is perfect for brands to open a pop-up store, brand launch or temporary retail venture.

Housed in one of the most popular shopping malls in Causeway Bay next to the main escalators, this venue is tiny with unprecedented foot-traffic. With limited amenities, this mall booth is a blank canvas perfect for brands and start-ups to curate their new customer experience.

Advantageously situated in the dynamic area of Causeway Bay close to the MTR station and a few other shopping malls, this space is in a prime location. It is an exceptional opportunity in a highly sought after area and perfect for brands and startups to host a pop-up store.

Remarks:
Size: 13’ x 8’
Electricity: 13amp x 1 
Height limitation: 8’H 
Trade preferred: Cosmetics & skin care, fragrance and gourmet confectionery
Floor area has to be covered by carpet",Located close to the MTR station in prestigious Causeway Bay is this fresh mall booth.,Causeway Bay (West),Hong Kong,,Booth / Kiosk / Stand,,Air Conditioning;Electricity;Lighting,Shopping Mall,hong-kong
398,26291,365,,,40000.0,,,,,Unit for rent on ground floor in Sheung Wan,Unit for rent on ground floor in Sheung Wan,"Unit for rent in a busy street of Sheung Wan and surrounded by a diversity of traditional and modern shops.

With a size of 843 sq ft, this unit can accommodate all types of activity.","Unit for rent in a busy street of Sheung Wan and surrounded by a diversity of traditional and modern shops.

With a size of 843 sq ft, this unit can accommodate all types of activity.",Sheung Wan,Hong Kong,,Boutique / Shop,,Electricity;Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
399,26311,30,180.0,,130000.0,,,,,Chic White Box Street Level in Hong Kong,Chic White Box Street Level in Hong Kong,"This chic well lit, high ceiling with loft, secured white box of 1600 square feet in trendy shopping street of Hong Kong. 

Easy retail or art gallery. Immaculate kitchen and bathroom.","This chic well lit, high ceiling with loft, secured white box of 1600 square feet in trendy shopping street of Hong Kong. 

Easy retail or art gallery. Immaculate kitchen and bathroom.",Central,Hong Kong,,Creative Space,,Kitchen;Lighting;Security System;Stock Room;Street Level;Window Display;Toilets;Whitebox / Minimal,Private Sale;Art Opening;Product Launch;Pop-Up Store;Fashion Showroom;Corporate Event;Photoshoot & Filming;Conference;Office;Shop Share;Photo Shooting,hong-kong
400,24121,168,,,916666.0,,,,,Flagship megastore in Tsim Sha Tsui,Flagship megastore in Tsim Sha Tsui,"This is a 2 levels shop located in the heart of Tsim Sha Tsui, one of Hong kong's top shopping areas.

This location is suitable for opening a flagship megastore for different kinds of brands.


The whole shop is around 15,000 sq ft:
1/F -4500 square feet, 
2/F – 10,500 square feet

The minimum rent duration is 6 months only!","This is a 2 levels shop located in the heart of Tsim Sha Tsui, one of Hong kong's top shopping areas.",Tsim Sha Tsui,Hong Kong,,Mall Shop,,Air Conditioning;Electricity;Toilets,Private Sale;Product Launch;Pop-Up Store;Fashion Showroom;Shopping Mall,hong-kong
401,12031,365,,,25000.0,,,,,Sleek Tsim Sha Tsui retail shop for rent,Sleek Tsim Sha Tsui retail shop for rent,"This contemporary pop-up store is in the busy area of Tsim Sha Tsui which is an ideal location for brands to host a Pop-Up Store.

Housed in a sleek building in the area, this shop is bright with a fresh feel. 
There are basic interiors with white walls, polished concrete floors and extensive windows. The pop-up shop has a minimal atmosphere with a creative edge. This shop offers basic amenities including Internet connection, air-conditioning, and electricity which can accommodate a variety of pop-up stores.

Located close to the Hong Kong Observatory, this pop-up store is easily accessible and a great location for pop-up stores.

Moreover, this shop is ideal for brands looking for a mid-term rental opportunity.",This contemporary pop-up store is in the busy area of Tsim Sha Tsui which is an ideal location for brands to host a Pop-Up Store.,Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Air Conditioning;Electricity;Street Level;Internet;Window Display;Toilets,Pop-Up Store,hong-kong
406,12123,90,365.0,,81666.0,,,,,Comfortable Pop-Up Store in Jordan,Comfortable Pop-Up Store in Jordan,"This cosy pop-up store is in the bustling area of Jordan, which is an ideal location for brands to host a Pop-Up Store.

With a classic frontage and extensive display windows, this pop-up store is located on the ground floor of a building with a unique appearance, which offers good visibility.
This open pop-up store is one-of-a-kind with a large frontage, filling the shop with natural light and creating a luminous atmosphere. Moreover, this shop offers basic amenities including electricity, toilets, and basic lighting, which can accommodate a variety of pop-up stores.

Situated close to the MTR station and surrounded by a few bustling shopping malls, this shop is well-located for brands to open a pop-up store and make an impact.","This cosy pop-up store is in the bustling area of Jordan, which is an ideal location for brands to host a Pop-Up Store.",Jordan,Hong Kong,,Boutique / Shop,,Electricity;Lighting;Street Level;Toilets,Pop-Up Store,hong-kong
411,14223,3,7.0,900.0,,1000.0,6300.0,,,Open Kiosk in Hong Kong,Open Kiosk in Hong Kong,"This bright and fresh kiosk is situated at the key centers in south side of Hong Kong Island. The commercial space is an ideal venue for a pop-up store,.

This compact kiosk has a welcoming frontage, the venue is filled with a brilliant natural light.  The venue has a sophisticated atmosphere with a trendy environment. Extensive facilities including air-conditioning, electricity and a display shelves, this venue is a great option for pop-up store.

Located close to designer retailers and popular attractions, this location benefits from steady foot traffic and is ideal for brands and startups.",This bright and fresh kiosk is situated at the key centers in south side of Hong Kong Island.,Stanley,Hong Kong,,Booth / Kiosk / Stand,,Air Conditioning;Electricity;Lighting,Shopping Mall,hong-kong
412,29837,365,,,9816.0,,,,,"Small office for lease in Central, Hong Kong",Small office for lease in Central,"This unit in good overall conditions can easily accommodate 4 to 6 desks.

The office tower is very well located at a stone's throw from The Centre building.

Toilets and common areas are in excellent condition.","This unit in good overall conditions can easily accommodate 4 to 6 desks.

The office tower is very well located at a stone's throw from The Centre building.

Toilets and common areas are in excellent condition.",Central,Hong Kong,,Office Space,,Air Conditioning;Electricity;Elevator,Office,hong-kong
